,orig.ident,nCount_RNA,nFeature_RNA,bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,total_counts_ribo,log1p_total_counts_ribo,pct_counts_ribo,doublet_scores,predicted_doublets,doublet_info,n_counts,leiden_0.3,leiden_1.0,leiden_0.05,leiden_0.1,leiden_0.8,leiden_1.2,leiden_10.0,region_annotation
03_04_67__s2,2,13263.0,3690,03_04_67__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3690,13263,26938,3,4,67,A3,A4,F7,3690,3690,8.213652703029998,3847.6976882444324,8.255490107264412,1.685657736137073,0.987925664865273,0.043809516046105446,25.079242390848307,3.2611396872058465,0.6517986708641623,0.01060070671378092,False,False,3847.6976882444324,8,13,3,4,12,11,93,Hindgut Primordium
03_05_27__s2,2,7272.0,2609,03_05_27__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2609,7272,15082,3,5,27,A3,A5,C3,2609,2609,7.867105500316739,3405.449693210231,8.133425882222754,2.5951660090119852,1.2795901678570551,0.0762062647463627,36.922380054298,3.6355414405621613,1.084214520270661,0.017756604590731917,False,False,3405.449693210231,2,3,1,1,4,4,7,Posterior Paraxial Mesoderm
03_05_33__s2,2,4050.0,2053,03_05_33__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2053,4050,8493,3,5,33,A3,A5,C9,2053,2053,7.627544390488503,3277.0059321567323,8.094990568989976,3.025323630094629,1.392605312630673,0.09231974835344711,38.83843509390559,3.684832152173481,1.1851804939621948,0.014516798009124842,False,False,3277.0059321567323,6,2,0,3,5,1,91,Inner Epidermis
03_05_44__s2,2,5016.0,2133,03_05_44__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2133,5016,10332,3,5,44,A3,A5,D8,2133,2133,7.665753431861699,3182.805521212405,8.065832465077584,0.0,0.0,0.0,20.50770687355805,3.0684113301377125,0.6443279910406271,0.029455816275586622,False,False,3182.805521212405,5,8,2,4,8,8,54,Outer Neural Plate
03_05_52__s2,2,4872.0,1927,03_05_52__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1927,4872,10063,3,5,52,A3,A5,E4,1927,1927,7.564238475170491,2989.4842115806514,8.00319059694573,1.115975720011547,0.7495160394555265,0.03733004227580413,9.442068182429686,2.345842664600225,0.3158427178124254,0.016101694915254237,False,False,2989.4842115806514,1,0,2,2,0,0,8,Outer Epidermis
03_05_57__s2,2,6692.0,2609,03_05_57__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2609,6692,13888,3,5,57,A3,A5,E9,2609,2609,7.867105500316739,3485.537337166629,8.156664355672024,0.0,0.0,0.0,47.574852188870224,3.883105952312301,1.3649216056753968,0.0189010989010989,False,False,3485.537337166629,3,7,1,1,2,7,11,Ventral Mesoderm
03_05_59__s2,2,8024.0,2950,03_05_59__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2950,8024,16392,3,5,59,A3,A5,E11,2950,2950,7.989899374942939,3695.773724073817,8.215215751781884,2.0598913877058598,1.1183794211205835,0.05573640437692329,37.052268974103185,3.63896071391229,1.0025578333638028,0.04642857142857144,False,False,3695.773724073817,6,2,0,3,5,1,65,Inner Neural Plate Border
03_05_71__s2,2,6184.0,2535,03_05_71__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2535,6184,12574,3,5,71,A3,A5,F11,2535,2535,7.8383433155571165,3462.6841313628383,8.150088079428443,1.4431832259137587,0.8933017898372474,0.04167816558381121,38.94508294335675,3.687505584370872,1.1247079278937522,0.022549470777726642,False,False,3462.6841313628383,2,3,1,1,4,4,45,Lateral Mesoderm
03_05_86__s2,2,3882.0,1868,03_05_86__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1868,3882,7876,3,5,86,A3,A5,H2,1868,1868,7.533158807455563,3064.12526253485,8.02784371622521,0.0,0.0,0.0,16.725733489242046,2.8750174531835495,0.5458567145980644,0.0341925302472383,False,False,3064.12526253485,0,1,0,0,3,2,16,Eye Primordium
03_05_89__s2,2,3149.0,1658,03_05_89__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1658,3149,6400,3,5,89,A3,A5,H5,1658,1658,7.413970290190444,2896.9282359577173,7.971751359274398,4.287782303957682,1.665398933766577,0.14801134010626094,21.70646837065308,3.12264983414578,0.7492925817500266,0.03503184713375796,False,False,2896.9282359577173,0,12,0,0,1,10,83,Inner Neural Plate
03_06_11__s2,2,4394.0,2017,03_06_11__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2017,4394,9046,3,6,11,A3,A6,A11,2017,2017,7.609862200913554,3164.3016651318785,8.060003642874173,0.0,0.0,0.0,26.844123233734344,3.3266219291598045,0.8483427332335447,0.03675675675675675,False,False,3164.3016651318785,5,8,2,4,8,8,39,Outer Neural Plate Border
03_06_13__s2,2,16166.0,4214,03_06_13__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,4214,16166,34004,3,6,13,A3,A6,B1,4214,4214,8.346404870435956,4026.837632620019,8.300984943348741,3.318315250786161,1.4628653379468826,0.08240499254068841,26.01004777388437,3.296208936550993,0.6459174704037224,0.10163339382940106,False,False,4026.837632620019,5,8,2,4,8,8,55,L/R Organizer Mesoderm
03_06_33__s2,2,4436.0,2171,03_06_33__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2171,4436,9187,3,6,33,A3,A6,C9,2171,2171,7.683403681053826,3380.2470095801923,8.125999858181888,0.0,0.0,0.0,35.24865658387163,3.5904023208586886,1.0427834558826905,0.0189010989010989,False,False,3380.2470095801923,0,1,0,0,3,2,82,Eye Primordium
03_06_36__s2,2,5323.0,2148,03_06_36__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2148,5323,10963,3,6,36,A3,A6,C12,2148,2148,7.67275789664251,3145.8393826655897,8.054153857524094,1.057317913405419,0.7214031507004157,0.033610041225611245,36.234507853192376,3.617235961758014,1.1518232002833373,0.011539992041384799,False,False,3145.8393826655897,3,14,1,1,13,12,71,Lateral Mesoderm
03_06_56__s2,2,5587.0,2218,03_06_56__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2218,5587,11496,3,6,56,A3,A6,E8,2218,2218,7.704811922932594,3237.8828899930445,8.082983762294473,5.918328947698248,1.9341742589217188,0.18278391000456973,21.511189613594382,3.1140125017494276,0.6643597172731777,0.012997562956945574,False,False,3237.8828899930445,0,4,0,0,1,3,77,Inner Neural Plate
03_06_61__s2,2,3777.0,1654,03_06_61__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1654,3777,7857,3,6,61,A3,A6,F1,1654,1654,7.411556287811163,2794.3572543233136,7.935715196499146,1.2940704913321421,0.8303277468018239,0.04631013050783002,19.208423262265597,3.0060995106711292,0.6874004114021971,0.014516798009124842,False,False,2794.3572543233136,0,1,0,0,3,2,16,Inner Neural Plate
03_06_71__s2,2,5942.0,2023,03_06_71__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2023,5942,12283,3,6,71,A3,A6,F11,2023,2023,7.6128310304073565,2954.7904525637014,7.991521390706814,0.0,0.0,0.0,5.908369076652077,1.9327335862822637,0.19995898766783024,0.016645326504481434,False,False,2954.7904525637014,9,18,4,6,15,20,47,Ciliated Epidermal Progenitor
03_06_73__s2,2,9434.0,3141,03_06_73__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3141,9434,19401,3,6,73,A3,A6,G1,3141,3141,8.052614818815567,3701.483750327967,8.216759157294502,0.0,0.0,0.0,18.129847971088555,2.9512498362741404,0.4897994748587557,0.11800000000000001,False,False,3701.483750327967,5,19,2,4,17,21,86,Foregut Primordium
03_07_03__s2,2,3151.0,1597,03_07_03__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1597,3151,6332,3,7,3,A3,A7,A3,1597,1597,7.37650812632622,2853.60283803332,7.9566880013916705,0.0,0.0,0.0,22.562749428337852,3.1596670509702522,0.7906758826987962,0.03021148036253776,False,False,2853.60283803332,3,7,1,1,2,7,74,Ventral Blood Island
03_07_12__s2,2,3176.0,1606,03_07_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1606,3176,6288,3,7,12,A3,A7,A12,1606,1606,7.382124365737512,2852.835825026377,7.956419271864446,3.41026916657261,1.483935723100157,0.11953962217720955,17.1386689420554,2.8980460650408233,0.6007590339306307,0.017196904557179708,False,False,2852.835825026377,3,15,1,1,2,13,18,Pharyngeal Mesoderm
03_07_19__s2,2,3561.0,1702,03_07_19__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1702,3561,7170,3,7,19,A3,A7,B7,1702,1702,7.440146680662688,2913.499278261396,7.977453309848379,0.0,0.0,0.0,21.162138880349616,3.0983853770927126,0.7263478332823864,0.014516798009124842,False,False,2913.499278261396,3,15,1,1,2,13,18,Pharyngeal Mesoderm
03_07_28__s2,2,2274.0,1374,03_07_28__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1374,2274,4570,3,7,28,A3,A7,C4,1374,1374,7.226209010100671,2707.7333254984846,7.904236397039646,5.057828425915682,1.8013513903016425,0.18679197017987556,31.538844305502103,3.482434585041621,1.1647692189073275,0.015565839293226757,False,False,2707.7333254984846,0,12,0,0,1,10,24,Hindbrain Primordium
03_07_32__s2,2,4136.0,1904,03_07_32__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1904,4136,8429,3,7,32,A3,A7,C8,1904,1904,7.552237287560802,3084.8472296071914,8.034581527357865,1.2289955978112672,0.8015510794404838,0.039839755629252384,17.928530116093505,2.9406703138225785,0.5811804858283511,0.027263875365141185,False,False,3084.8472296071914,7,10,0,0,6,14,57,Notoplate
03_07_41__s2,2,4562.0,1833,03_07_41__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1833,4562,9358,3,7,41,A3,A7,D5,1833,1833,7.51425465281641,2867.7331502466573,7.961625800239243,0.0,0.0,0.0,16.656860949081217,2.871124430173903,0.5808372005480544,0.020080321285140566,False,False,2867.7331502466573,1,0,2,2,0,0,60,Outer Epidermis
03_07_54__s2,2,4007.0,1949,03_07_54__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1949,4007,8122,3,7,54,A3,A7,E6,1949,1949,7.575584651557793,3168.872978558145,8.061446796213033,0.0,0.0,0.0,12.51514373002902,2.603810814524175,0.39493989865518314,0.0075018754688672175,False,False,3168.872978558145,5,9,2,2,9,16,12,Cement Gland Primordium
03_07_78__s2,2,4764.0,2337,03_07_78__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2337,4764,9704,3,7,78,A3,A7,G6,2337,2337,7.757051142032013,3483.193464937235,8.15599186597639,4.502524860812124,1.705207052502253,0.12926427734019813,29.096698603566793,3.4044154847948107,0.8353454637665696,0.047504509921828024,False,False,3483.193464937235,2,10,0,3,6,17,81,Pre-placodal Region
03_07_88__s2,2,2049.0,1304,03_07_88__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1304,2049,4300,3,7,88,A3,A7,H4,1304,1304,7.173958319756794,2648.909425536552,7.882280739353341,1.7716297996843766,1.019435522511664,0.06688147894394399,30.158933536298175,3.4391009950092126,1.1385415162011177,0.017196904557179708,False,False,2648.909425536552,6,2,0,3,5,1,23,Inner Epidermis
03_08_06__s2,2,10890.0,3025,03_08_06__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3025,10890,22227,3,8,6,A3,A8,A6,3025,3025,8.014996894348302,3452.0938374653006,8.14702587265506,1.3028512772472107,0.8341480409188379,0.03774089983034265,9.922472123638977,2.3908223296441777,0.2874334415811985,0.029455816275586622,False,False,3452.0938374653006,1,17,2,2,0,15,22,Outer Epidermis
03_08_46__s2,2,5561.0,2324,03_08_46__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2324,5561,11553,3,8,46,A3,A8,D10,2324,2324,7.751475318021456,3373.364245097263,8.123962213739397,0.0,0.0,0.0,21.369888565179362,3.1077157940492803,0.6334889152939134,0.009686168151879115,False,False,3373.364245097263,0,1,0,0,3,2,34,Anterior Neural Ridge
03_08_52__s2,2,9272.0,2931,03_08_52__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2931,9272,19311,3,8,52,A3,A8,E4,2931,2931,7.983440063006542,3548.160025352114,8.17446624189542,0.7316541592751197,0.5490771131092316,0.020620664063834365,22.20314439135843,3.1442878035986235,0.625765022792483,0.025862068965517238,False,False,3548.160025352114,5,8,2,4,8,8,56,Outer Neural Plate
03_08_55__s2,2,8561.0,2508,03_08_55__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2508,8561,17583,3,8,55,A3,A8,E7,2508,2508,7.827639546366422,3195.5021752593602,8.06981242071941,0.7738455994566128,0.5731498448440266,0.024216713274301065,3.5263619434735,1.5099185138489928,0.1103539209197154,0.008358662613981762,False,False,3195.5021752593602,1,0,2,2,0,0,3,Outer Neural Plate Border
03_08_56__s2,2,3935.0,1769,03_08_56__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1769,3935,8191,3,8,56,A3,A8,E8,1769,1769,7.478734825567875,2936.9307203844264,7.985460775919523,6.680785601989863,2.0387218338538817,0.22747508327725852,19.325713392635315,3.0118867540865595,0.6580241494462523,0.011539992041384799,False,False,2936.9307203844264,0,4,0,0,1,3,77,Inner Neural Plate
03_08_72__s2,2,3018.0,1667,03_08_72__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1667,3018,6248,3,8,72,A3,A8,F12,1667,1667,7.419380582918692,2976.352220231319,7.998789667833614,1.4617386548045384,0.9008678705455492,0.04911174977439107,25.989444138469363,3.295445831725922,0.8731978682432112,0.041359773371104816,False,False,2976.352220231319,5,8,2,4,8,8,39,Outer Neural Plate Border
03_08_75__s2,2,5749.0,2436,03_08_75__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2436,5749,11882,3,8,75,A3,A8,G3,2436,2436,7.798523053625206,3455.444422079484,8.147995716008104,0.0,0.0,0.0,39.26287653880455,3.695429866710564,1.136261266074023,0.011067193675889327,False,False,3455.444422079484,4,5,0,0,7,5,26,Neural Crest
03_08_78__s2,2,7976.0,2989,03_08_78__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2989,7976,16290,3,8,78,A3,A8,G6,2989,2989,8.003028666384733,3639.4100778912457,8.199851613046595,4.5053119759955,1.7057134399577092,0.12379236963057424,26.46752985105505,3.3130045743695926,0.7272478034789341,0.050868486352357314,False,False,3639.4100778912457,9,18,4,6,15,20,53,Midgut Primordium
03_08_82__s2,2,5974.0,2444,03_08_82__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2444,5974,12500,3,8,82,A3,A8,G10,2444,2444,7.801800401908973,3432.071765098875,8.141210697724741,3.4367706792965387,1.4899267873325983,0.10013691188644269,39.02685828911201,3.6895506860151914,1.1371224426592865,0.005057803468208092,False,False,3432.071765098875,8,13,3,4,12,11,4,Hindgut Primordium
03_08_89__s2,2,4659.0,2082,03_08_89__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2082,4659,9474,3,8,89,A3,A8,H5,2082,2082,7.641564441260972,3212.89442388904,8.075238696936841,1.1462536484732344,0.7637238331573913,0.035676667118297485,32.2455395294519,3.503920608612847,1.0036289798287352,0.013496932515337425,False,False,3212.89442388904,3,7,1,1,2,7,35,Ventral Mesoderm
03_09_03__s2,2,6572.0,2386,03_09_03__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2386,6572,13238,3,9,3,A3,A9,A3,2386,2386,7.77779262633883,3257.1006925101724,8.088899694918341,0.0,0.0,0.0,34.848916596687154,3.5793133461339517,1.0699367286011012,0.009686168151879115,False,False,3257.1006925101724,3,14,1,1,13,12,25,Ventral Mesoderm
03_09_05__s2,2,6685.0,2392,03_09_05__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2392,6685,13758,3,9,5,A3,A9,A5,2392,2392,7.780303087908373,3218.7801721259802,8.07706836668189,0.9146439016494309,0.6495316532000769,0.02841585484992333,38.69600432190794,3.681250535824589,1.2021946903055987,0.015565839293226757,False,False,3218.7801721259802,3,14,1,1,13,12,71,Lateral Mesoderm
03_09_38__s2,2,6455.0,2510,03_09_38__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2510,6455,13351,3,9,38,A3,A9,D2,2510,2510,7.828436359157585,3414.142711361618,8.135974560695894,1.8715487161933948,1.0548515065947737,0.054817530326580564,27.19288530410377,3.3390696519318195,0.7964776988850236,0.05961152042866711,False,False,3414.142711361618,5,8,2,4,8,8,56,Outer Neural Plate
03_09_79__s2,2,4522.0,1946,03_09_79__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1946,4522,9226,3,9,79,A3,A9,G7,1946,1946,7.5740450053721995,3032.056806472718,8.017326236979958,4.024037034158971,1.6142338005875683,0.13271641301602963,19.93830536609702,3.0415802740919413,0.6575835031696469,0.019486271036315325,False,False,3032.056806472718,3,15,1,1,2,13,41,Pharyngeal Mesoderm
03_09_95__s2,2,1937.0,1285,03_09_95__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1285,1937,3867,3,9,95,A3,A9,H11,1285,1285,7.1592919047975645,2646.9714257653895,7.881549126124579,0.0,0.0,0.0,28.49460031298194,3.384207206353965,1.0764982211601524,0.016645326504481434,False,False,2646.9714257653895,0,1,0,0,3,2,82,Eye Primordium
03_10_01__s2,2,6567.0,2575,03_10_01__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2575,6567,13290,3,10,1,A3,A10,A1,2575,2575,7.853993087224244,3480.0876803682577,8.15510007576433,0.9253556577475648,0.655110707945687,0.026590009871522692,28.476256435073836,3.3835850726590744,0.8182626143505822,0.008358662613981762,False,False,3480.0876803682577,0,1,0,0,3,2,1,Eye Primordium
03_10_15__s2,2,2768.0,1492,03_10_15__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1492,2768,5596,3,10,15,A3,A10,B3,1492,1492,7.30854279753919,2773.9586743557807,7.9283911339456035,3.0576340059040596,1.4006000465781978,0.11022637194168579,18.345804035424358,2.962475550246856,0.6613582316501148,0.04642857142857144,False,False,2773.9586743557807,4,5,0,0,7,5,40,Early Neuron
03_10_25__s2,2,4499.0,1930,03_10_25__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1930,4499,9078,3,10,25,A3,A10,C1,1930,1930,7.565793282428515,3035.867582861886,8.018581862798472,2.340449063344043,1.2061052480540109,0.07709325256992011,22.637699426676647,3.1628428708258403,0.745674796702967,0.03503184713375796,False,False,3035.867582861886,0,4,0,0,1,3,90,Inner Neural Plate
03_10_36__s2,2,4983.0,1906,03_10_36__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1906,4983,10387,3,10,36,A3,A10,C12,1906,1906,7.553286605600419,2922.1626770481726,7.980421417701569,2.201768211523479,1.1637032232983349,0.07534721556801208,13.978714214322887,2.7066301409153746,0.47836878912037534,0.01201923076923077,False,False,2922.1626770481726,1,0,2,2,0,0,2,Goblet Cell
03_10_45__s2,2,2975.0,1696,03_10_45__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1696,2975,6101,3,10,45,A3,A10,D9,1696,1696,7.436617265234227,3035.2452545628757,8.018376917388155,7.935284189461594,2.19000795442473,0.26143799014371255,31.169754518656585,3.4710267104682178,1.0269270488702413,0.04537418974661167,False,False,3035.2452545628757,5,8,2,4,8,8,82,Outer Neural Plate
03_10_68__s2,2,9284.0,2841,03_10_68__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2841,9284,19045,3,10,68,A3,A10,F8,2841,2841,7.952263308657046,3444.3193260842427,8.144771871774484,0.7309832481311852,0.5486895985800492,0.021222865214481176,11.88538602142164,2.5560938026327995,0.34507212880676275,0.029455816275586622,False,False,3444.3193260842427,1,0,2,2,0,0,60,Outer Epidermis
03_10_80__s2,2,5584.0,2509,03_10_80__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2509,5584,11328,3,10,80,A3,A10,G8,2509,2509,7.828038032125829,3536.1195766497804,8.17106799599896,0.0,0.0,0.0,35.73326840704959,3.603682840545955,1.0105220604814587,0.017756604590731917,False,False,3536.1195766497804,6,2,0,3,5,1,32,Inner Epidermis
03_11_06__s2,2,7291.0,2722,03_11_06__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2722,7291,14981,3,11,6,A3,A11,A6,2722,2722,7.909489492673759,3536.222546166734,8.171097106696514,3.454181696393436,1.493843361984587,0.09767998623666291,27.01430208652076,3.3327151685713208,0.7639310516755873,0.012505042355788625,False,False,3536.222546166734,0,1,0,0,3,2,9,Eye Primordium
03_11_67__s2,2,4742.0,1956,03_11_67__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1956,4742,9658,3,11,67,A3,A11,F7,1956,1956,7.579167967396076,3018.626855190318,8.01288854485101,1.1342415751238832,0.7581113494359839,0.0375747526784781,15.440631219691817,2.799755784249334,0.5115117555236326,0.021917808219178082,False,False,3018.626855190318,1,0,2,2,0,0,60,Midgut Primordium
03_11_77__s2,2,4533.0,1979,03_11_77__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1979,4533,9304,3,11,77,A3,A11,G5,1979,1979,7.590852123688581,3098.4155313141887,8.038968834411914,1.1650379536853213,0.7724378918713817,0.0376010881016715,12.128747369274201,2.574804281575828,0.3914499926396189,0.05569948186528497,False,False,3098.4155313141887,9,18,4,6,15,20,53,Ciliated Epidermal Progenitor
03_11_80__s2,2,6669.0,2482,03_11_80__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2482,6669,13409,3,11,80,A3,A11,G8,2482,2482,7.817222785508166,3340.5168702720794,8.114180135650658,2.748242349932345,1.3212870234202985,0.08226997367950743,44.896134391182684,3.8263808954629375,1.3439876562433277,0.012997562956945574,False,False,3340.5168702720794,2,3,1,1,4,4,48,Posterior Paraxial Mesoderm
03_11_85__s2,2,4606.0,2201,03_11_85__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2201,4606,9532,3,11,85,A3,A11,H1,2201,2201,7.697121317282625,3336.6346776189716,8.113017654738986,4.616290407197698,1.7256713760699094,0.13835168824930785,25.471083821673627,3.276052960685007,0.7633764640919526,0.05445227418321589,False,False,3336.6346776189716,5,9,2,4,9,16,17,Outer Neural Plate
03_11_94__s2,2,4030.0,1920,03_11_94__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,1920,4030,8219,3,11,94,A3,A11,H10,1920,1920,7.560601162768557,3113.314378115931,8.04376430366169,0.0,0.0,0.0,25.125348594992236,3.2629060535449383,0.8070289583218131,0.01014040561622465,False,False,3113.314378115931,2,3,1,1,4,4,85,Posterior Paraxial Mesoderm
03_12_03__s2,2,7545.0,2817,03_12_03__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2817,7545,15459,3,12,3,A3,A12,A3,2817,2817,7.943782692458625,3627.5524436924693,8.196589071884372,3.7434749768522684,1.556769984587016,0.10319561288111391,30.47136867394539,3.4490782015174815,0.8399980192410043,0.024505183788878417,False,False,3627.5524436924693,8,13,3,4,12,11,4,Hindgut Primordium
03_12_11__s2,2,11085.0,3735,03_12_11__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,3735,11085,22897,3,12,11,A3,A12,A11,3735,3735,8.225770799348734,4092.590240690871,8.317177673447311,2.960039677043771,1.3762540446716924,0.07232680290377876,43.50566896057409,3.7956165734309266,1.0630350560878503,0.13090128755364805,False,False,4092.590240690871,2,10,1,1,6,17,28,Ventral Blood Island
03_12_12__s2,2,6095.0,2600,03_12_12__s2,X__tropicalis_st12_5_NUCLEI,XENTR-10,2600,6095,12699,3,12,12,A3,A12,A12,2600,2600,7.8636512654486515,3574.3461320237348,8.181817270587839,5.3384345694322874,1.8466318246222615,0.14935415799839608,27.012013692528868,3.3326334786025504,0.7557190236983322,0.05961152042866711,False,False,3574.3461320237348,5,9,2,2,9,16,17,Cement Gland Primordium
